date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:47:05	0/-1	---M--	302	error ('Found')	text/html		http://musicforgood.tv/wp-content/themes/bugis/js/jquery.fitvids.js?ver=1.0	E:/websiteClone/rubymix/musicforgood.tv/wp-content/themes/bugis/js/jquery.fitvids5152.js	(from http://musicforgood.tv/)
11:47:05	43910/43910	---MC-	200	added ('OK')	application/javascript	date:Sun,%2005%20Aug%202018%2003:47:15%20GMT	https://apis.google.com/js/plusone.js?ver=3.2	E:/websiteClone/rubymix/apis.google.com/js/plusonecf1b.js	(from http://musicforgood.tv/)
11:47:06	824/824	---MC-	200	added ('OK')	text/xml	date:Sun,%2005%20Aug%202018%2003:47:16%20GMT	http://musicforgood.tv/xmlrpc.php?rsd	E:/websiteClone/rubymix/musicforgood.tv/xmlrpc0db0.php	(from http://musicforgood.tv/)
11:47:07	1045/1045	---M--	200	added ('OK')	application/xml	etag:%224d20d1a-415-56cc19a9cab80%22	http://musicforgood.tv/wp-includes/wlwmanifest.xml	E:/websiteClone/rubymix/musicforgood.tv/wp-includes/wlwmanifest.xml	(from http://musicforgood.tv/)
11:47:07	52694/52694	---MC-	200	added ('OK')	application/json	date:Sun,%2005%20Aug%202018%2003:47:16%20GMT	http://musicforgood.tv/wp-json/	E:/websiteClone/rubymix/musicforgood.tv/wp-json/index.html	(from http://musicforgood.tv/)
11:47:07	28230/28230	---M--	200	added ('OK')	image/jpeg	etag:%224da1405-6e46-56cc10a215d80%22	http://musicforgood.tv/wp-content/uploads/2012/02/music_logo_final.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2012/02/music_logo_final.jpg	(from http://musicforgood.tv/)
11:47:08	30925/30925	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:18%20GMT	http://musicforgood.tv/about/	E:/websiteClone/rubymix/musicforgood.tv/about/index.html	(from http://musicforgood.tv/)
11:47:09	54552/54552	---M--	200	added ('OK')	image/jpeg	etag:%224da013b-d518-5714b37ef3d56%22	http://musicforgood.tv/wp-content/uploads/2018/07/Yoshiki-Carnegie-Hall.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/07/Yoshiki-Carnegie-Hall.jpg	(from http://musicforgood.tv/)
11:47:09	84586/84586	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:18%20GMT	http://musicforgood.tv/good-music/	E:/websiteClone/rubymix/musicforgood.tv/good-music/index.html	(from http://musicforgood.tv/)
11:47:10	29639/29639	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:19%20GMT	http://musicforgood.tv/doing-good/	E:/websiteClone/rubymix/musicforgood.tv/doing-good/index.html	(from http://musicforgood.tv/)
11:47:10	76574/76574	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:19%20GMT	http://musicforgood.tv/interviews/	E:/websiteClone/rubymix/musicforgood.tv/interviews/index.html	(from http://musicforgood.tv/)
11:47:10	31172/31172	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:19%20GMT	http://musicforgood.tv/videos/	E:/websiteClone/rubymix/musicforgood.tv/videos/index.html	(from http://musicforgood.tv/)
11:47:11	69242/69242	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:20%20GMT	http://musicforgood.tv/portfolio/	E:/websiteClone/rubymix/musicforgood.tv/portfolio/index.html	(from http://musicforgood.tv/)
11:47:11	28596/28596	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:20%20GMT	http://musicforgood.tv/contact/	E:/websiteClone/rubymix/musicforgood.tv/contact/index.html	(from http://musicforgood.tv/)
11:47:12	31105/31105	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:21%20GMT	http://musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/	E:/websiteClone/rubymix/musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/index.html	(from http://musicforgood.tv/)
11:47:13	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:23%20GMT	http://musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/?share=google-plus-1	E:/websiteClone/rubymix/musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/index386f.html	(from http://musicforgood.tv/)
11:47:14	14312/14312	---M--	200	added ('OK')	image/jpeg	etag:%224da0450-37e8-57008b8a60186%22	http://musicforgood.tv/wp-content/uploads/2018/07/2015Chvrches_Press_1_160915-920x610-300x199.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/07/2015Chvrches_Press_1_160915-920x610-300x199.jpg	(from http://musicforgood.tv/)
11:47:15	95549/95549	---M--	200	added ('OK')	image/jpeg	etag:%224da014d-1753d-570c18ac509a2%22	http://musicforgood.tv/wp-content/uploads/2018/07/ChrisThile_FLOW-1024x682.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/07/ChrisThile_FLOW-1024x682.jpg	(from http://musicforgood.tv/)
11:47:16	85262/85262	---M--	200	added ('OK')	image/jpeg	etag:%224da044e-14d0e-57008b8a2d8ef%22	http://musicforgood.tv/wp-content/uploads/2018/07/2015Chvrches_Press_1_160915-920x610.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/07/2015Chvrches_Press_1_160915-920x610.jpg	(from http://musicforgood.tv/)
11:47:16	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:25%20GMT	http://musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/?share=facebook	E:/websiteClone/rubymix/musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/index5a58.html	(from http://musicforgood.tv/)
11:47:17	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:26%20GMT	http://musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/?share=stumbleupon	E:/websiteClone/rubymix/musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/index3538.html	(from http://musicforgood.tv/)
11:47:17	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:26%20GMT	http://musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/?share=twitter	E:/websiteClone/rubymix/musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/index9a7b.html	(from http://musicforgood.tv/)
11:47:18	240187/240187	---M--	200	added ('OK')	image/jpeg	etag:%224da0146-3aa3b-570c18abad843%22	http://musicforgood.tv/wp-content/uploads/2018/07/ChrisThile_FLOW.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/07/ChrisThile_FLOW.jpg	(from http://musicforgood.tv/)
11:47:18	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:27%20GMT	http://musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/?share=digg	E:/websiteClone/rubymix/musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/index297b.html	(from http://musicforgood.tv/)
11:47:18	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:27%20GMT	http://musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/?share=linkedin	E:/websiteClone/rubymix/musicforgood.tv/2018/07/yoshiki-donates-10-million-yen-to-help-japanese-flood-victims/index9f21.html	(from http://musicforgood.tv/)
11:47:19	75472/75472	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:28%20GMT	http://musicforgood.tv/category/news/	E:/websiteClone/rubymix/musicforgood.tv/category/news/index.html	(from http://musicforgood.tv/)
11:47:20	27051/27051	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:29%20GMT	http://musicforgood.tv/tag/japanese-flood-2018/	E:/websiteClone/rubymix/musicforgood.tv/tag/japanese-flood-2018/index.html	(from http://musicforgood.tv/)
11:47:20	121041/121041	---M--	200	added ('OK')	application/javascript	etag:%22ea6d43e2e4c9a7da8dadb95b466ec5cd%22	https://platform.twitter.com/widgets.js	E:/websiteClone/rubymix/platform.twitter.com/widgets.js	(from http://musicforgood.tv/)
11:47:21	26979/26979	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:30%20GMT	http://musicforgood.tv/tag/x-japan/	E:/websiteClone/rubymix/musicforgood.tv/tag/x-japan/index.html	(from http://musicforgood.tv/)
11:47:21	26991/26991	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:30%20GMT	http://musicforgood.tv/tag/red-cross/	E:/websiteClone/rubymix/musicforgood.tv/tag/red-cross/index.html	(from http://musicforgood.tv/)
11:47:21	89205/89205	---M--	200	added ('OK')	image/jpeg	etag:%224da0452-15c75-57008d539b1ef%22	http://musicforgood.tv/wp-content/uploads/2018/07/america-ferrera-alicia-keys.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/07/america-ferrera-alicia-keys.jpg	(from http://musicforgood.tv/)
11:47:21	14909/14909	---M--	200	added ('OK')	image/jpeg	etag:%224da0454-3a3d-57008d53b9267%22	http://musicforgood.tv/wp-content/uploads/2018/07/america-ferrera-alicia-keys-300x200.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/07/america-ferrera-alicia-keys-300x200.jpg	(from http://musicforgood.tv/)
11:47:22	26979/26979	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:31%20GMT	http://musicforgood.tv/tag/yoshiki/	E:/websiteClone/rubymix/musicforgood.tv/tag/yoshiki/index.html	(from http://musicforgood.tv/)
11:47:22	32998/32998	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:31%20GMT	http://musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/	E:/websiteClone/rubymix/musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/index.html	(from http://musicforgood.tv/)
11:47:22	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:32%20GMT	http://musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/?share=google-plus-1	E:/websiteClone/rubymix/musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/index386f.html	(from http://musicforgood.tv/)
11:47:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:32%20GMT	http://musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/?share=facebook	E:/websiteClone/rubymix/musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/index5a58.html	(from http://musicforgood.tv/)
11:47:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:32%20GMT	http://musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/?share=twitter	E:/websiteClone/rubymix/musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/index9a7b.html	(from http://musicforgood.tv/)
11:47:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:33%20GMT	http://musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/?share=stumbleupon	E:/websiteClone/rubymix/musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/index3538.html	(from http://musicforgood.tv/)
11:47:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:33%20GMT	http://musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/?share=digg	E:/websiteClone/rubymix/musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/index297b.html	(from http://musicforgood.tv/)
11:47:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:35%20GMT	http://musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/?share=linkedin	E:/websiteClone/rubymix/musicforgood.tv/2018/07/punch-brothers-and-nickel-creek-frontman-chris-thile-gives-rare-solo-performance-supporting-the-great-lakes/index9f21.html	(from http://musicforgood.tv/)
11:47:26	28177/28177	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:36%20GMT	http://musicforgood.tv/tag/a-prairie-home-companion/	E:/websiteClone/rubymix/musicforgood.tv/tag/a-prairie-home-companion/index.html	(from http://musicforgood.tv/)
11:47:28	18907/18907	---M--	200	added ('OK')	image/jpeg	etag:%224da0118-49db-56de8c6758bb6%22	http://musicforgood.tv/wp-content/uploads/2018/06/JackWhite_Cincinatti2-300x200.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/06/JackWhite_Cincinatti2-300x200.jpg	(from http://musicforgood.tv/)
11:47:28	28099/28099	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:38%20GMT	http://musicforgood.tv/tag/chris-thile/	E:/websiteClone/rubymix/musicforgood.tv/tag/chris-thile/index.html	(from http://musicforgood.tv/)
11:47:31	220132/220132	---M--	200	added ('OK')	image/jpeg	etag:%224da0100-35be4-56de8bd70e964%22	http://musicforgood.tv/wp-content/uploads/2018/06/JackWhite_Cincinatti.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/06/JackWhite_Cincinatti.jpg	(from http://musicforgood.tv/)
11:47:31	176758/176758	---M--	200	added ('OK')	image/jpeg	etag:%224da0115-2b276-56de8bd7fd1c9%22	http://musicforgood.tv/wp-content/uploads/2018/06/JackWhite_Cincinatti-683x1024.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/06/JackWhite_Cincinatti-683x1024.jpg	(from http://musicforgood.tv/)
11:47:33	28057/28057	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:42%20GMT	http://musicforgood.tv/tag/flow/	E:/websiteClone/rubymix/musicforgood.tv/tag/flow/index.html	(from http://musicforgood.tv/)
11:47:33	28135/28135	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:42%20GMT	http://musicforgood.tv/tag/for-love-of-water/	E:/websiteClone/rubymix/musicforgood.tv/tag/for-love-of-water/index.html	(from http://musicforgood.tv/)
11:47:34	28147/28147	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:43%20GMT	http://musicforgood.tv/tag/great-lakes-benefit/	E:/websiteClone/rubymix/musicforgood.tv/tag/great-lakes-benefit/index.html	(from http://musicforgood.tv/)
11:47:35	28117/28117	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:44%20GMT	http://musicforgood.tv/tag/live-from-here/	E:/websiteClone/rubymix/musicforgood.tv/tag/live-from-here/index.html	(from http://musicforgood.tv/)
11:47:42	328600/328600	---M--	200	added ('OK')	image/jpeg	etag:%224da0116-50398-56de8c6733dde%22	http://musicforgood.tv/wp-content/uploads/2018/06/JackWhite_Cincinatti2.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/06/JackWhite_Cincinatti2.jpg	(from http://musicforgood.tv/)
11:47:44	179698/179698	---M--	200	added ('OK')	image/jpeg	etag:%224da1d22-2bdf2-56cc10ef553c0%22	http://musicforgood.tv/wp-content/uploads/2017/03/JackJohnson-1024x576.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2017/03/JackJohnson-1024x576.jpg	(from http://musicforgood.tv/)
11:47:44	28105/28105	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:53%20GMT	http://musicforgood.tv/tag/nickel-creek/	E:/websiteClone/rubymix/musicforgood.tv/tag/nickel-creek/index.html	(from http://musicforgood.tv/)
11:47:45	37243/37243	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:54%20GMT	http://musicforgood.tv/tag/npr/	E:/websiteClone/rubymix/musicforgood.tv/tag/npr/index.html	(from http://musicforgood.tv/)
11:47:46	28117/28117	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:55%20GMT	http://musicforgood.tv/tag/punch-brothers/	E:/websiteClone/rubymix/musicforgood.tv/tag/punch-brothers/index.html	(from http://musicforgood.tv/)
11:47:46	33201/33201	---M--	200	added ('OK')	image/jpeg	etag:%224da1bc2-81b1-56cc168a9ce00%22	http://musicforgood.tv/wp-content/uploads/2016/03/IMG_0227_PhotoMaxTischler-300x225.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2016/03/IMG_0227_PhotoMaxTischler-300x225.jpg	(from http://musicforgood.tv/)
11:47:47	35211/35211	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:47:56%20GMT	http://musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/	E:/websiteClone/rubymix/musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/index.html	(from http://musicforgood.tv/)
11:47:48	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:57%20GMT	http://musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/?share=google-plus-1	E:/websiteClone/rubymix/musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/index386f.html	(from http://musicforgood.tv/)
11:47:49	11908/11908	---M--	200	added ('OK')	image/jpeg	etag:%224da1df9-2e84-56cc0f98f6c00%22	http://musicforgood.tv/wp-content/uploads/2018/04/metallica-300x169.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/04/metallica-300x169.jpg	(from http://musicforgood.tv/)
11:47:50	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:47:59%20GMT	http://musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/?share=facebook	E:/websiteClone/rubymix/musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/index5a58.html	(from http://musicforgood.tv/)
11:48:00	567188/567188	---M--	200	added ('OK')	image/jpeg	etag:%224da1d25-8a794-56cc1947903c0%22	http://musicforgood.tv/wp-content/uploads/2017/03/JackJohnson.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2017/03/JackJohnson.jpg	(from http://musicforgood.tv/)
11:48:01	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:48:11%20GMT	http://musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/?share=twitter	E:/websiteClone/rubymix/musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/index9a7b.html	(from http://musicforgood.tv/)
11:48:01	263324/263324	---M--	200	added ('OK')	image/jpeg	etag:%224da1dfb-4049c-56cc1243cb700%22	http://musicforgood.tv/wp-content/uploads/2018/04/metallica.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/04/metallica.jpg	(from http://musicforgood.tv/)
11:48:02	9890/9890	---M--	200	added ('OK')	image/jpeg	etag:%224da1df5-26a2-56cc151896500%22	http://musicforgood.tv/wp-content/uploads/2018/04/imagine_dragons_eliot_lee_hazel4627_copy-300x200.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/04/imagine_dragons_eliot_lee_hazel4627_copy-300x200.jpg	(from http://musicforgood.tv/)
11:48:03	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:48:12%20GMT	http://musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/?share=stumbleupon	E:/websiteClone/rubymix/musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/index3538.html	(from http://musicforgood.tv/)
11:48:04	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:48:13%20GMT	http://musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/?share=digg	E:/websiteClone/rubymix/musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/index297b.html	(from http://musicforgood.tv/)
11:48:04	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Aug%202018%2003:48:14%20GMT	http://musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/?share=linkedin	E:/websiteClone/rubymix/musicforgood.tv/2018/07/musicians-show-their-support-for-immigrants-in-wake-of-zero-tolerance-immigration-policy/index9f21.html	(from http://musicforgood.tv/)
11:48:06	22973/22973	---M--	200	added ('OK')	image/jpeg	etag:%224da1dec-59bd-56cc146de1240%22	http://musicforgood.tv/wp-content/uploads/2018/03/HS-225x300.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/03/HS-225x300.jpg	(from http://musicforgood.tv/)
11:48:07	54069/54069	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:48:16%20GMT	http://musicforgood.tv/tag/alicia-keys/	E:/websiteClone/rubymix/musicforgood.tv/tag/alicia-keys/index.html	(from http://musicforgood.tv/)
11:48:12	150822/150822	---M--	200	added ('OK')	image/jpeg	etag:%224da1ded-24d26-56cc148a7d5c0%22	http://musicforgood.tv/wp-content/uploads/2018/03/HS.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/03/HS.jpg	(from http://musicforgood.tv/)
11:48:13	33111/33111	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:48:22%20GMT	http://musicforgood.tv/tag/chvrches/	E:/websiteClone/rubymix/musicforgood.tv/tag/chvrches/index.html	(from http://musicforgood.tv/)
11:48:14	12027/12027	---M--	200	added ('OK')	image/jpeg	etag:%224da1de8-2efb-56cc118da4940%22	http://musicforgood.tv/wp-content/uploads/2018/01/ShirleyManson_GIRLSCHOOL2017_MG_5594-300x200.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/01/ShirleyManson_GIRLSCHOOL2017_MG_5594-300x200.jpg	(from http://musicforgood.tv/)
11:48:15	32323/32323	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2003:48:25%20GMT	http://musicforgood.tv/tag/common/	E:/websiteClone/rubymix/musicforgood.tv/tag/common/index.html	(from http://musicforgood.tv/)
11:51:16	3640641/3640641	---M--	200	added ('OK')	image/jpeg	etag:%224da1bc3-378d41-56cc1004baa40%22	http://musicforgood.tv/wp-content/uploads/2016/03/IMG_0227_PhotoMaxTischler.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2016/03/IMG_0227_PhotoMaxTischler.jpg	(from http://musicforgood.tv/)
11:55:49	9193914/9193914	---M--	200	added ('OK')	image/jpeg	etag:%224da1df7-8c49ba-56cc18e8322c0%22	http://musicforgood.tv/wp-content/uploads/2018/04/imagine_dragons_eliot_lee_hazel4627_copy.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/04/imagine_dragons_eliot_lee_hazel4627_copy.jpg	(from http://musicforgood.tv/)
11:57:38	12378596/12378596	---M--	200	added ('OK')	image/jpeg	etag:%224da1dea-bce1e4-56cc0cec39c80%22	http://musicforgood.tv/wp-content/uploads/2018/01/ShirleyManson_GIRLSCHOOL2017_MG_5594.jpg	E:/websiteClone/rubymix/musicforgood.tv/wp-content/uploads/2018/01/ShirleyManson_GIRLSCHOOL2017_MG_5594.jpg	(from http://musicforgood.tv/)
